Код;Наименование;Уровень1;Уровень2;Уровень3;Цена;ЦенаСП;Количество;Поля свойств;Совместные покупки;Единица измерения;Картинка;Выводить на главной;Описание,,,,,,,,,,,,,,,,,,,,,,
Б0000110;Валик Синтекс фасадный 94/250мм;Инструменты;Ручной инструмент;Малярный инструмент;184,30;180,"42;2;;;""шт"";_MG_7998;0;Фасадный","тип \""Профи\"". Шубка валика: полиакрил на тканевой основе. Поверхности: грубые",шероховатые. Рекомендуемые виды ЛКМ: все виды ЛКМ. Высокая насыщаемость краской.,,,,,,,,,,,,,,,,,,
Б0000137;Карандаш малярный,250мм;Инструменты;Ручной инструмент;Малярный инструмент;16,15;15,"81;40;;;""шт"";sd_00149;0;",,,,,,,,,,,,,,,,,,,
Б0000837;Кисть круглая №12;Инструменты;Ручной инструмент;Малярный инструмент;52,25;51,"15;6;;;""шт"";sd_00249;0;",,,,,,,,,,,,,,,,,,,,
Б0003193;Кисть радиаторная 1\;Инструменты;Ручной инструмент;Малярный инструмент;24,70;24,"18;9;;;""шт"";_MG_8051;0;",,,,,,,,,,,,,,,,,,,,
Б0001176;Кисть радиаторная 1,5\;Инструменты;Ручной инструмент;Малярный инструмент;31,35;30,"69;4;;;""шт"";_MG_8051;0;",,,,,,,,,,,,,,,,,,,
Б0000644;Кисть радиаторная 2\;Инструменты;Ручной инструмент;Малярный инструмент;40,85;39,"99;2;;;""шт"";_MG_8048;0;Натуральная щетина",для всех видов ЛКМ.,,,,,,,,,,,,,,,,,,,
Б0000645;Кисть флейцевая Колор 1\;Инструменты;Ручной инструмент;Малярный инструмент;40,85;39,"99;3;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002716;Кюветка пластм. 250х250мм;Инструменты;Ручной инструмент;Малярный инструмент;44,65;43,"70;2;;;""шт"";sd_00076;0;",,,,,,,,,,,,,,,,,,,,
Б0003211;Минивалик Синтекс  100мм  (ось  6мм);Инструменты;Ручной инструмент;Малярный инструмент;27,55;26,"97;5;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0003212;Минивалик Синтекс  150мм  (ось  6мм);Инструменты;Ручной инструмент;Малярный инструмент;31,35;30,"69;9;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002711;Минивалик Синтекс  55мм  (ось  6мм);Инструменты;Ручной инструмент;Малярный инструмент;21,85;21,"39;1;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001125;Респиратор У-2К;Инструменты;Ручной инструмент;Малярный инструмент;33,25;32,"55;13;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0003213;Ручка для валика 180мм;Инструменты;Ручной инструмент;Малярный инструмент;68,40;66,"96;12;;;""шт"";sd_00072;0;",,,,,,,,,,,,,,,,,,,,
Б0000103;Ручка для миниваликов 5-7 см (ось 6 мм);Инструменты;Ручной инструмент;Малярный инструмент;34,20;33,"48;7;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0000120;Ручка телескопическая 115-200см;Инструменты;Ручной инструмент;Малярный инструмент;184,30;180,"42;1;;;""шт"";sd_00256;0;",,,,,,,,,,,,,,,,,,,,
Б0003381;Шнур малярный 30м (пластиковый корпус);Инструменты;Ручной инструмент;Малярный инструмент;68,40;66,"96;3;;;""шт"";sd_00280;0;",,,,,,,,,,,,,,,,,,,,
Б0001164;Шубка меховая \Ягненок\  250мм;Инструменты;Ручной инструмент;Малярный инструмент;23,75;23,"25;1;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001965;Кусачки боковые  160мм,диэлектрические;Инструменты;Ручной инструмент;Режущий инструмент;176,70;172,"98;1;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0003215;Кусачки боковые Fine\,160 мм;Инструменты;Ручной инструмент;Режущий инструмент;135,85;132,"99;2;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0000104;Лезвия для ножей 18 мм;Инструменты;Ручной инструмент;Режущий инструмент;49,40;48,"36;32;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001117;Лезвия для ножей 25 мм;Инструменты;Ручной инструмент;Режущий инструмент;76,00;74,"40;10;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0000699;Нож \Стандарт\ с винтовым фиксатором;Инструменты;Ручной инструмент;Режущий инструмент;85,50;83,"70;11;;;""шт"";4630;0;",,,,,,,,,,,,,,,,,,,,
Б0000106;Нож\Basic-twist\;Инструменты;Ручной инструмент;Режущий инструмент;99,75;97,"65;2;;;""шт"";4629;0;",,,,,,,,,,,,,,,,,,,,
Б0001780;Ножовка по дереву \RubberPlast\  3 угла заточки,400мм;Инструменты;Ручной инструмент;Режущий инструмент;258,40;252,"96;1;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0002749;Ножовка по дереву \RubberPlast\  3 угла заточки. 500мм;Инструменты;Ручной инструмент;Режущий инструмент;285,00;279,"00;1;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001172;Пила по дереву \Wood Line\ 400мм;Инструменты;Ручной инструмент;Режущий инструмент;252,70;247,"38;1;;;""шт"";4653;0;",,,,,,,,,,,,,,,,,,,,
Б0001155;Пила по дереву \Wood Line\ 450мм;Инструменты;Ручной инструмент;Режущий инструмент;348,65;341,"31;4;;;""шт"";4654;0;",,,,,,,,,,,,,,,,,,,,
Б0002747;Пила по дереву \Wood Line\ 500мм;Инструменты;Ручной инструмент;Режущий инструмент;293,55;287,"37;3;;;""шт"";4654;0;",,,,,,,,,,,,,,,,,,,,
Б0003219;Полотно по металлу 300мм  (12шт.);Инструменты;Ручной инструмент;Режущий инструмент;60,80;59,"52;21;;;""упак"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001779;Полотно по металлу биметалическое  300мм;Инструменты;Ручной инструмент;Режущий инструмент;68,40;66,"96;7;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001968;Зубило с резиновым защ. чехлом  250мм;Инструменты;Ручной инструмент;Слесарный инструмент;118,75;116,"25;1;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001151;Зубило с резиновым защ. чехлом  300мм;Инструменты;Ручной инструмент;Слесарный инструмент;102,60;100,"44;1;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001958;Кувалда с дерев. ручкой  8кг;Инструменты;Ручной инструмент;Слесарный инструмент;883,50;864,"90;3;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002734;Маска сварщика из пластика НН-8-701 У1;Инструменты;Ручной инструмент;Слесарный инструмент;130,15;127,"41;2;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002745;Молоток слесарный,дер. ручка,1000 гр.;Инструменты;Ручной инструмент;Слесарный инструмент;326,80;319,"92;3;;;""шт"";sd_00088;0;",,,,,,,,,,,,,,,,,,
Б0000144;Молоток слесарный,дер. ручка,800 гр.;Инструменты;Ручной инструмент;Слесарный инструмент;268,85;263,"19;1;;;""шт"";sd_00088;0;",,,,,,,,,,,,,,,,,,
Б0002343;Ножницы по металлу 250мм для тонк. металла,левый рез;Инструменты;Ручной инструмент;Слесарный инструмент;225,15;220,"41;2;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0003216;Ножницы по металлу 250мм для тонк. металла,правый рез;Инструменты;Ручной инструмент;Слесарный инструмент;292,60;286,"44;2;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0003217;Ножницы по металлу 250мм для тонк. металла,пряморежущие;Инструменты;Ручной инструмент;Слесарный инструмент;292,60;286,"44;1;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0002735;Пистолет для монтажной пены с тефлоновым покрытием;Инструменты;Ручной инструмент;Слесарный инструмент;988,00;967,"20;2;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002733;Щиток токаря,защитный,лицевой;Инструменты;Ручной инструмент;Слесарный инструмент;122,55;119,"97;3;;;""шт"";;0;",,,,,,,,,,,,,,,,,,
Б0000949;Электроды ЛЭЗ МР-3С  D-4 (5 кг);Инструменты;Ручной инструмент;Слесарный инструмент;446,50;437,"10;8;;;""шт"";_MG_8011;0;",,,,,,,,,,,,,,,,,,,,
Б0003248;Киянка  рукоятка стекловолокно  230 г;Инструменты;Ручной инструмент;Столярный инструмент;208,10;203,"70;1;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
